popularity_rank,canonical_key,display_name,source_breadth,in_debian_popcon,in_homebrew,in_vcpkg,in_conan,debian_installed_max,debian_regular_use_max,debian_installed_sum,debian_regular_use_sum,homebrew_installs_365d,homebrew_requested_365d,homebrew_reverse_dependencies,vcpkg_reverse_dependencies,conan_literal_reverse_dependencies,popularity_proxy_raw,popularity_proxy_share_pct,cumulative_popularity_proxy_pct
1,openssl,openssl,4,1,1,1,1,280848,241114,645319,435721,5822471,888964,619,116,148,0.026561318074,3.38859504,3.388595
2,cmake,cmake,3,1,1,0,1,34720,5841,70033,9049,1788904,1299641,1,0,267,0.022780685722,2.9062759,6.294871
3,zlib,zlib,4,1,1,1,1,281693,264406,445377,302816,657368,126088,0,188,177,0.017961095112,2.2914103,8.586281
4,pkgconf,pkgconf,4,1,1,1,1,58054,10711,230417,24179,1854548,874218,24,11,136,0.013707722295,1.74878068,10.335062
5,ffmpeg,ffmpeg,4,1,1,1,1,93633,45163,847517,196137,2007854,1759323,80,5,8,0.010636984139,1.35702722,11.692089
6,glib,glib,3,0,1,1,1,0,0,0,0,2525522,409548,333,47,36,0.009568631938,1.22073079,12.91282
7,boost,boost,3,0,1,1,1,0,0,0,0,413645,148532,101,1,111,0.008634383639,1.10154283,14.014363
8,gettext,gettext,4,1,1,1,1,281304,118037,405887,139793,1988124,118476,397,40,13,0.008186530649,1.0444074,15.05877
9,openjdk,openjdk,2,0,1,0,1,0,0,0,0,1546633,1008972,287,0,3,0.007811636937,0.99657984,16.05535
10,libpng,libpng,3,0,1,1,1,0,0,0,0,1857222,110195,213,39,52,0.007649298371,0.97586929,17.031219
11,zstd,zstd,3,0,1,1,1,0,0,0,0,2792863,109234,200,28,47,0.007488375404,0.95533933,17.986559
12,libtool,libtool,3,1,1,0,1,197733,134496,304970,143516,648613,113600,36,0,72,0.006543460908,0.83479062,18.821349
13,freetype,freetype,4,1,1,1,1,280841,164207,310268,166581,1515032,91518,154,33,28,0.006351460099,0.81029586,19.631645
14,harfbuzz,harfbuzz,4,1,1,1,1,197926,131168,689819,415002,2200539,446005,110,10,6,0.006290414248,0.80250786,20.434153
15,libxcb,libxcb,3,1,1,1,0,279269,173787,3025479,1535316,937994,1300,30,10,0,0.00606829562,0.77417078,21.208324
16,protobuf,protobuf,4,1,1,1,1,96239,54428,190778,62219,1021978,471050,49,30,25,0.005649458946,0.72073715,21.929061
17,gmp,gmp,4,1,1,1,1,280114,224762,335632,227304,1633341,53737,179,15,17,0.005631931838,0.7185011,22.647562
18,pcre2,pcre2,4,1,1,1,1,269044,253652,535885,330328,2490791,33166,127,11,14,0.005609454206,0.71563349,23.363195
19,lz4,lz4,4,1,1,1,1,273836,244255,287218,245656,2101239,14755,83,21,26,0.005569537602,0.71054107,24.073737
20,dbus,dbus,4,1,1,1,1,280439,259804,1780031,1531244,572291,7809,14,9,6,0.00541237634,0.69049102,24.764228
21,imagemagick,imagemagick,3,1,1,0,1,89911,12045,544932,29146,969999,879106,22,0,3,0.005016850986,0.64003135,25.404259
22,meson,meson,3,1,1,0,1,8277,1738,8277,1738,207672,62920,1,0,75,0.005016145794,0.63994139,26.0442
23,ncurses,ncurses,4,1,1,1,1,281673,246935,1639061,719077,1582566,17514,65,3,5,0.005011540206,0.63935382,26.683554
24,fmt,fmt,3,0,1,1,1,0,0,0,0,822247,12910,42,47,48,0.005003836198,0.63837098,27.321925
25,expat,expat,4,1,1,1,1,281193,243166,368283,248345,1347209,54629,4,26,30,0.004985253066,0.63600021,27.957925
26,fontconfig,fontconfig,4,1,1,1,1,228374,161544,693528,454071,1690995,44589,70,12,13,0.004655411104,0.59392019,28.551846
27,cairo,cairo,4,1,1,1,1,197600,137721,511184,352410,932382,93300,152,12,9,0.00457871313,0.58413534,29.135981
28,bzip2,bzip2,4,1,1,1,1,281705,244072,613033,291714,863558,14831,3,28,26,0.00457350624,0.58347107,29.719452
29,readline,readline,4,1,1,1,1,281640,123741,451428,249001,2881798,51308,123,1,4,0.004563571916,0.58220368,30.301656
30,libtiff,libtiff,2,0,1,0,1,0,0,0,0,1618367,110059,83,0,35,0.004304111508,0.54910268,30.850758
31,krb5,krb5,4,1,1,1,1,280923,235295,1496522,958735,928151,25404,19,1,3,0.004284086658,0.54654798,31.397306
32,libx11,libx11,3,1,1,1,0,279250,173737,803566,476461,1404101,7676,95,24,0,0.004261878219,0.54371471,31.941021
33,nlohmann-json,nlohmann-json,3,0,1,1,1,0,0,0,0,44610,9185,7,62,42,0.004205145449,0.53647695,32.477498
34,curl,curl,3,1,1,1,0,204404,98837,500360,263173,792461,343608,21,40,0,0.004174966099,0.53262678,33.010125
35,libxml2,libxml2,4,1,1,1,1,59077,17020,123630,32725,595935,105761,34,31,34,0.004163127505,0.53111646,33.541241
36,automake,automake,3,1,1,0,1,56212,7908,56212,7908,295892,215679,2,0,46,0.004015868002,0.51232963,34.053571
37,sqlite3,sqlite3,3,1,0,1,1,281134,239047,344361,247018,0,0,0,25,31,0.003964618634,0.50579143,34.559362
38,libjpeg-turbo,libjpeg-turbo,3,1,0,1,1,223916,160657,345100,166440,0,0,0,35,31,0.003847871419,0.49089725,35.050259
39,poppler,poppler,4,1,1,1,1,132683,44079,448981,78181,727724,613146,18,0,2,0.003840244903,0.48992429,35.540184
40,xorg,xorg,2,1,0,0,1,198035,119170,711950,208438,0,0,0,0,41,0.003809063199,0.48594624,36.02613
41,libyaml,libyaml,4,1,1,1,1,193733,136520,198189,136811,557926,28056,227,6,1,0.003638542372,0.46419182,36.490322
42,gcc,gcc,2,0,1,0,1,0,0,0,0,1096615,591257,64,0,0,0.003599262209,0.4591806,36.949502
43,gdk-pixbuf,gdk-pixbuf,4,1,1,1,1,187288,123820,682172,350652,614308,86986,104,7,3,0.003501353465,0.44668977,37.396192
44,eigen,eigen,2,0,1,0,1,0,0,0,0,186112,33911,39,0,47,0.003500659133,0.44660119,37.842793
45,libiconv,libiconv,3,0,1,1,1,0,0,0,0,202506,12257,1,26,40,0.003261682732,0.41611346,38.258907
46,brotli,brotli,4,1,1,1,1,261502,189087,333377,210723,1507858,9990,28,4,11,0.003204049248,0.40876079,38.667668
47,libjpeg,libjpeg,2,1,0,0,1,187,10,187,10,0,0,0,0,52,0.003199204008,0.40814265,39.07581
48,xz-utils,xz_utils,2,1,0,0,1,280461,230041,591537,320098,0,0,0,0,24,0.003185700181,0.40641988,39.48223
49,qtbase,qtbase,2,0,1,1,0,0,0,0,0,146117,2388,100,88,0,0.003153226566,0.40227702,39.884507
50,pango,pango,3,0,1,1,1,0,0,0,0,1035262,236999,115,7,5,0.003101282996,0.39565025,40.280157
51,at-spi2-core,at-spi2-core,4,1,1,1,1,160194,107644,988166,575115,201521,26453,59,2,3,0.002943337398,0.37550013,40.655658
52,libwebp,libwebp,3,1,0,1,1,181894,131146,693658,415730,0,0,0,9,18,0.002904697185,0.37057056,41.026228
53,graphviz,graphviz,3,1,1,1,0,70120,15802,508322,64572,493633,458696,21,1,0,0.002900957358,0.37009345,41.396322
54,llvm,llvm,2,0,1,1,0,0,0,0,0,1149471,401972,53,3,0,0.002840584345,0.36239128,41.758713
55,libusb,libusb,4,1,1,1,1,71358,3615,75325,3813,540306,63008,78,16,14,0.002691950941,0.34342918,42.102142
56,libpq,libpq,3,0,1,1,1,0,0,0,0,527326,247266,49,3,14,0.002687250406,0.3428295,42.444972
57,wayland,wayland,4,1,1,1,1,176204,118107,713021,457015,56751,566,9,2,14,0.002646531567,0.33763474,42.782606
58,avahi,avahi,3,1,1,0,1,210263,147673,1182148,819302,27086,240,0,0,1,0.002645043233,0.33744486,43.120051
59,libffi,libffi,4,1,1,1,1,229172,202029,280339,205905,1053532,85200,4,5,5,0.00262089751,0.33436444,43.454416
60,librsvg,librsvg,3,1,1,1,0,182019,113260,445091,270465,584408,227735,19,1,0,0.002611741628,0.33319637,43.787612
61,abseil,abseil,4,1,1,1,1,102057,56735,112615,62878,699639,11851,41,19,14,0.002568185966,0.3276397,44.115252
62,opengl,opengl,2,0,0,1,1,0,0,0,0,0,0,0,22,33,0.00255988481,0.32658067,44.441832
63,libgpg-error,libgpg-error,4,1,1,1,1,269068,238140,396898,247996,777923,16603,39,5,1,0.00253883499,0.32389521,44.765728
64,libdrm,libdrm,3,1,1,0,1,197430,148908,1071401,603658,50940,543,3,0,5,0.002535337716,0.32344904,45.089177
65,qt,qt,3,0,1,1,1,0,0,0,0,189863,133652,14,0,28,0.002498309614,0.31872513,45.407902
66,binutils,binutils,3,1,1,0,1,179356,53427,1264453,358816,555038,80172,2,0,2,0.002495510897,0.31836808,45.72627
67,mesa,mesa,3,1,1,1,0,175702,118741,1469319,556436,111936,13887,10,0,0,0.002493937174,0.31816731,46.044437
68,libxext,libxext,3,1,1,1,0,278581,149596,314386,152007,1093246,3218,45,13,0,0.002473155965,0.31551612,46.359953
69,gnutls,gnutls,2,0,1,0,1,0,0,0,0,1168233,202384,56,0,6,0.002377281263,0.30328478,46.663238
70,libheif,libheif,4,1,1,1,1,177158,104086,728178,178587,468410,90647,14,0,6,0.002329686716,0.29721284,46.960451
71,libglvnd,libglvnd,2,1,0,0,1,170264,118751,1131250,619613,0,0,0,0,3,0.00231747041,0.29565433,47.256105
72,pipewire,pipewire,4,1,1,1,1,129008,107123,1082242,786631,24783,840,2,0,0,0.002301834461,0.29365955,47.549765
73,openssh,openssh,3,1,1,0,1,280680,217496,765759,449270,61564,61149,0,0,0,0.002267316217,0.28925584,47.839021
74,libvorbis,libvorbis,3,1,1,1,0,167851,126395,503379,353781,251972,8475,62,6,0,0.002240070983,0.28578,48.124801
75,gobject-introspection,gobject-introspection,4,1,1,1,1,181235,103338,444636,222306,175298,74273,10,0,11,0.00223745392,0.28544612,48.410247
76,libunistring,libunistring,4,1,1,1,1,146513,116250,148849,116480,1944063,15607,15,3,2,0.00221732062,0.28287759,48.693124
77,ninja,ninja,2,0,1,0,1,0,0,0,0,550202,356699,4,0,7,0.002212583917,0.2822733,48.975398
78,libidn2,libidn2,4,1,1,1,1,273711,207115,292215,208985,701793,15132,21,3,3,0.002203233507,0.28108041,49.256478
79,xxhash,xxhash,4,1,1,1,1,255145,238085,261100,238646,207567,8388,18,4,7,0.00220268987,0.28101105,49.537489
80,openexr,openexr,4,1,1,1,1,123164,26016,135301,28558,1207503,38585,17,3,12,0.002155564674,0.27499899,49.812488
